title,director,cast,genre,plot,release_date,slug,poster_filename,processed_plot,pre_genre,pre_director,pre_cast
Tsunami(2020 film),Somaratne Dissanayake [ 1 ],"Niranjani Shanmugaraja, Darshan Dharmaraj, Himali Sayurangi, Bimal Jayakody",Tsunami ( Sinhala : සුනාමි ) is a 2020 Sri Lankan Sinhala disaster drama film directed by Somaratne Dissanayake [ 2 ] and produced by his wife Renuka Balasooriya for Cine Films Lanka. [ 3 ] [ 4 ] It stars Niranjani Shanmugaraja and Darshan Dharmaraj in lead roles along with Himali Sayurangi and Bimal Jayakody . Music composed by Rohana Weerasinghe . [ 5 ] The film is based on incidents occurred in Sri Lanka during 2004 Indian Ocean earthquake and tsunami on 26 December 2004. [ 6 ],The film is based on a true story about a war of love for a mother and a devoted mother who lost a child in the tsunami. [ 13 ],16 January 2020 ( 2020-01-16 ),tt9471782,Tsunami_Sinhala_film.jpg,film base true stori war love mother devot mother lost child tsunami 13,sri lankan sinhala disaster,somaratne dissanayake [ 1 ],"['niranjani shanmugaraja', 'darshan dharmaraj', 'himali sayurangi', 'bimal jayakody']"
TTMM – Tujha Tu Majha Mi,Kuldip Jadhav,"Lalit Prabhakar, Neha Mahajan, Vidyadhar Joshi, Savita Prabhune",,"Jay, an enthusiastic traveller, leaves his house to explore different parts of the country. On his way to Goa, he befriends Rajashree, a young woman who has also fled her home.",16 June 2017 ( 2017-06-16 ),tt9673548,,jay enthusiast travel leav hous explor differ part countri way goa befriend rajashre young woman also fled home,,kuldip jadhav,"['lalit prabhakar', 'neha mahajan', 'vidyadhar joshi', 'savita prabhune']"
Tsuruhachi and Tsurujiro,Mikio Naruse,"Isuzu Yamada, Kazuo Hasegawa, Kamatari Fujiwara, Heihachiro Okawa, Masao Mishima",,"Tsuruhachi and Tsurujirō, who've known each other since their childhood days, are a successful musical performing duo, with Tsurijirō acting as the tayū (singer), and Tsuruhachi accompanying him on the shamisen . Although both had been taught their art by Tsuruhachi's now deceased mother, he constantly criticises her way of playing, which leads to repeated conflicts that have to be resolved by their manager Shohei and venue owner Takeno. After Tsuruhachi tells Tsurujirō that she considers marrying wealthy Mr. Matsuzaki, Tsurujirō confesses his love for her, and Tsuruhachi agrees to marry him instead. Tsurujirō hopes to open his own theatre venue one day, so Tsuruhachi offers to help with her inheritance to secure funding. When Tsurujirō learns that the money actually came from Matsuzaki, he accuses Tsuruhachi of being his mistress. Tsuruhachi furiously breaks off the engagement over the false accusation and marries Matsuzaki. Now appearing solo at small venues across the country, Tsurujirō's career declines, until one day Shohei and Takeno can convince him and his former partner to enter the stage together again. The reunion is a tremendous success, and Tsuruhachi declares that for the opportunity to perform, she would even leave her marriage. On the last evening, Tsurujirō starts criticising Tsuruhachi again, which causes her to break ties with him once and for all. Afterwards, Tsurujirō tells Shohei that he only started the argument with Tsuruhachi so she would return to her marriage, which he thinks is the best thing for her.",29 September 1938 ( 1938-09-29 ) (Japan) [ 1 ] [ 2 ] [ 3 ],tt0030899,Tsuruhachi_y_Tsurujiro_(1938)_1.jpg,tsuruhachi tsurujirō whove known sinc childhood day success music perform duo tsurijirō act tayū singer tsuruhachi accompani shamisen although taught art tsuruhachi deceas mother constantli criticis way play lead repeat conflict resolv manag shohei venu owner takeno tsuruhachi tell tsurujirō consid marri wealthi mr matsuzaki tsurujirō confess love tsuruhachi agre marri instead tsurujirō hope open theatr venu one day tsuruhachi offer help inherit secur fund tsurujirō learn money actual came matsuzaki accus tsuruhachi mistress tsuruhachi furious break engag fals accus marri matsuzaki appear solo small venu across countri tsurujirō career declin one day shohei takeno convinc former partner enter stage togeth reunion tremend success tsuruhachi declar opportun perform would even leav marriag last even tsurujirō start criticis tsuruhachi caus break tie afterward tsurujirō tell shohei start argument tsuruhachi would return marriag think best thing,,mikio naruse,"['isuzu yamada', 'kazuo hasegawa', 'kamatari fujiwara', 'heihachiro okawa', 'masao mishima']"
Tube(film),Beak Woon-hak,"Kim Suk-hoon, Bae Doona, Park Sang-min",Tube ( Korean : 튜브 ) is a 2003 South Korean action thriller film directed by Beak Woon-hak (or Baek Woon-hak). The film features police officer Jay ( Kim Suk-hoon ) who is a subway police officer who spends his days reminiscing over his lost lover. The pickpocket Kay ( Bae Doona ) becomes infatuated with Jay and tips him off about the government assassin Bishop ( Park Sang-min ) hijacking a subway car. Both Jay and Kay find themselves in the target car when the Bishop makes his move. [ 2 ],"Detective Jang Do-joon ( Kim Suk-hoon ) who does not know the meaning of giving up, is hot on the trail of Kang Gi-taek, a deadly terrorist. Kang Gi-taek ( Park Sang-min ) was an elite secret agent for the government's intelligence agency before getting tossed out for assassinating a key figure. On the day of the new mayor's official visit to the subway, Kang Gi-taek hijacks the train and begins a full-scale act of terror. Pickpocket girl Song Yin-gyung ( Bae Doona ), who senses what is going on, quickly contacts Detective Jang Do-joon. The greatest act of terrorism in history, with the lives of 13 million citizens held hostage—the showdown begins between an out-of-control terrorist and a determined detective who is on the verge of life and death. As the passengers face their deaths, Detective Jang Do-joon disconnects the first car. He has made the decision to sacrifice himself to save the others. His love was only too happy to be rid of the terrorist and it is only after he handcuffs her to the train that she realizes what he is about to do. Detective Jang Do-joon holds onto the controls of the first car and asks her to pull the lever to disconnect the two cars. The heroine must send the most cherished person in her life to fate. She must watch with the survivors in sorrow as the man who gave his life to save theirs, meets his end.","June 5, 2003 ( 2003-06-05 )",tt0339824,Tube2003.jpg,detect jang dojoon kim sukhoon know mean give hot trail kang gitaek deadli terrorist kang gitaek park sangmin elit secret agent govern intellig agenc get toss assassin key figur day new mayor offici visit subway kang gitaek hijack train begin fullscal act terror pickpocket girl song yingyung bae doona sen go quickli contact detect jang dojoon greatest act terror histori live 13 million citizen held hostag showdown begin outofcontrol terrorist determin detect verg life death passeng face death detect jang dojoon disconnect first car made decis sacrific save other love happi rid terrorist handcuff train realiz detect jang dojoon hold onto control first car ask pull lever disconnect two car heroin must send cherish person life fate must watch survivor sorrow man gave life save meet end,south korean action thriller,beak woon-hak,"['kim suk-hoon', 'bae doona', 'park sang-min']"
Tuck Everlasting(1981 film),Frederick King Keller,"Margaret Chamberlain, Paul Fleesa, Fred A. Keller, James McGuire, Sonia Raimi",,"The story involves the Tucks, a family who drank from a magic spring from the Fosters' little forest and became immortal (hence the name ""Tuck Everlasting"").","June 5, 1981 ( 1981-06-05 )",tt0081664,,stori involv tuck famili drank magic spring foster littl forest becam immort henc name tuck everlast,,frederick king keller,"['margaret chamberlain', 'paul fleesa', 'fred a. keller', 'james mcguire', 'sonia raimi']"
Tsoi(film),Alexei Uchitel,"Yevgeny Tsyganov, Maryana Spivak, Paulina Andreeva, Igor Vernik","Tsoi ( Russian: Цой; working title — 47 ) is a 2020 Russian film  directed by Alexei Uchitel , a joint production of Russia , Lithuania , and Latvia . The film tells the story of how a participant in car accident that killed Viktor Tsoi carries the Tsoi's coffin from Jūrmala to Leningrad . Tsoi himself appears only at the beginning of the film, where he immediately dies in a car accident. ""There isn't even Tsoi in the Tsoi "", said Komsomolskaya Pravda , [ 1 ] while a review by Argumenty i Fakty was titled "" Tsoi without Tsoi"". [ 2 ]","On 15 August 1990, while on vacation in Latvia, popular rock musician Viktor Tsoi died in a car accident. Tsoi's friends arrive to Latvia to accompany the coffin with the singer's body to Leningrad - producer Yuri Raizen, Tsoi's wife, with whom he actually no longer lived, Marina, along with her son Zhenya and her current boyfriend Rika, Polina (the woman with whom Tsoi recently lived) and, photographer Victoria. The names and surnames of the characters in the film do not correspond to their real prototypes. The bus driver whom Tsoi collided with is entrusted with delivering the coffin with the musician's body from Jurmala to Leningrad. The film ends with alternative shots, without the accident, which turn out to be the artist's dying dream; in them, the bus and the car pass each other safely.",2020 ( 2020 ),tt12077086,Tsoi_(film).webp.png,15 august 1990 vacat latvia popular rock musician viktor tsoi die car accid tsoi friend arriv latvia accompani coffin singer bodi leningrad produc yuri raizen tsoi wife actual longer live marina along son zhenya current boyfriend rika polina woman tsoi recent live photograph victoria name surnam charact film correspond real prototyp bu driver tsoi collid entrust deliv coffin musician bodi jurmala leningrad film end altern shot without accid turn artist die dream bu car pas safe,russian film directed,alexei uchitel,"['yevgeny tsyganov', 'maryana spivak', 'paulina andreeva', 'igor vernik']"
Tucson(film),William F. Claxton,"Jimmy Lydon, Penny Edwards, Deanna Wayne, Charles Russell, Joe Sawyer","Tucson is a 1949 American drama film directed by William F. Claxton , written by Arnold Belgard and starring Jimmy Lydon , Penny Edwards , Deanna Wayne, Charles Russell , Joe Sawyer and Walter Sande . It was released on April 27, 1949 by 20th Century-Fox . [ 1 ] [ 2 ] [ 3 ]","Carefree University of Arizona student Andy Bryant's preoccupation with training his American Quarter Horse for an upcoming intercollegiate rodeo nearly results in tragedy for his best friend. Shaken by the event, Andy vows to focus on his studies and make amends.","April 27, 1949 ( 1949-04-27 )",tt0122292,Tucson_poster.jpg,carefre univers arizona student andi bryant preoccup train american quarter hors upcom intercollegi rodeo nearli result tragedi best friend shaken event andi vow focu studi make amend,american drama film directed,william f. claxton,"['jimmy lydon', 'penny edwards', 'deanna wayne', 'charles russell', 'joe sawyer']"
Tucson Raiders,Spencer Gordon Bennet,Wild Bill Elliott,,"Tucson Raiders is set in 1895’s Painted Valley, Colorado. Wild Bill Elliott , makes his first appearance as Red Ryder and Robert Blake ’s first as Little Beaver, Red discovers that he has been framed for murder. His little Indian pal, Little Beaver, manages to foil the corrupt Sheriff Kirk’s (Ed Cassidy) plan to kill Red as he escapes from jail. Hannah Rogers ( Ruth Lee ) in the pay of Governor York ( Stanley Andrews ), a dishonest politician, tries to trick Red in escaping jail. However, her scheme fails and Red Ryder shoots his way out. He manages to intercept a payroll robbery but finds that Little Beaver has been captured by the outlaws. The ""red headed"" cowboy exposes Hannah’s plot, saves Little Beaver and brings an end to Governor York’s gang. [ 4 ] [ 5 ]",1944 ( 1944 ),tt0037402,,tucson raider set 1895 paint valley colorado wild bill elliott make first appear red ryder robert blake first littl beaver red discov frame murder littl indian pal littl beaver manag foil corrupt sheriff kirk ed cassidi plan kill red escap jail hannah roger ruth lee pay governor york stanley andrew dishonest politician tri trick red escap jail howev scheme fail red ryder shoot way manag intercept payrol robberi find littl beaver captur outlaw red head cowboy expo hannah plot save littl beaver bring end governor york gang 4 5,,spencer gordon bennet,['wild bill elliott']
Tuck Everlasting(2002 film),Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber",,"In 1914, fifteen-year-old Winnie Foster, who is from an upper-class family in the American town of Treegap, wants to make her own choices in life. After being told that she will go to a boarding school , she runs off into the forest, where she meets Jesse Tuck, who is drinking from a spring at the foot of a great tree. She is kidnapped by his older brother Miles and brought back to the Tucks' home where they tell her they will return her as soon as they can trust her. She becomes enamored with their slow and simple way of life and falls in love with Jesse. She learns that, by drinking water from a magic spring around a hundred years ago, the Tucks cannot age or be injured, and that they kidnapped her to hide the secret. They tell her that living forever is more painful than it sounds, and that they believe giving away the secret of the spring will lead everyone to want to drink from it and worry it might fall into the wrong hands. A man in a yellow suit befriends the Fosters while Winnie is gone. He spies on the Tucks and desires the spring to sell the water. He makes a deal to return Winnie in exchange for the forest. He goes to the Tucks and orders them to reveal where the spring is; when they deny any knowledge of it, he threatens Winnie with a pistol. He calls their bluff by shooting Jesse and exposing his immortality; but in return Jesse's mother, Mae, kills him with the butt end of a rifle. A constable arrives and arrests Mae and Angus, her husband and Jesse and Miles' father. Mae is sentenced to be hanged for murdering the man. After being returned home, Winnie is woken by Jesse, who begs her to help him free his parents. The family fears that if Mae is hanged the next day, she won't die and their immortality will be exposed to the public. Winnie helps Jesse and Miles to break the Tucks out of jail and says goodbye to them. Jesse, who has fallen in love with Winnie, asks her to join them, but Angus warns her that it is dangerous to go with them as they will be hunted. Jesse tells Winnie to drink from the spring so that she will live forever and never age, and that he will come back for her when all is safe, then leaves, promising to love her until the day he dies. After the Tucks depart, Winnie chooses not to drink the water, as Angus warned her that being immortal is far worse than living a typical life and that she should not fear death. More than 85 years later, in the present day, Jesse returns to Treegap on a motorcycle. He goes into the woods and at the base of the great tree finds Winnie's headstone marking the site where the spring once stood. The stone reads that Winnie became a wife and mother before dying at 100 years of age. Jesse sits at her grave, smiling through his tears and remembering her.","October 11, 2002 ( 2002-10-11 )",tt0283084,Tuck_Everlasting_(2002_film)_poster.jpg,1914 fifteenyearold winni foster upperclass famili american town treegap want make choic life told go board school run forest meet jess tuck drink spring foot great tree kidnap older brother mile brought back tuck home tell return soon trust becom enamor slow simpl way life fall love jess learn drink water magic spring around hundr year ago tuck age injur kidnap hide secret tell live forev pain sound believ give away secret spring lead everyon want drink worri might fall wrong hand man yellow suit befriend foster winni gone spi tuck desir spring sell water make deal return winni exchang forest goe tuck order reveal spring deni knowledg threaten winni pistol call bluff shoot jess expo immort return jess mother mae kill butt end rifl constabl arriv arrest mae angu husband jess mile father mae sentenc hang murder man return home winni woken jess beg help free parent famili fear mae hang next day wont die immort expo public winni help jess mile break tuck jail say goodby jess fallen love winni ask join angu warn danger go hunt jess tell winni drink spring live forev never age come back safe leav promis love day die tuck depart winni choos drink water angu warn immort far wors live typic life fear death 85 year later present day jess return treegap motorcycl goe wood base great tree find winni headston mark site spring stood stone read winni becam wife mother die 100 year age jess sit grave smile tear rememb,,jay russell,"['alexis bledel', 'ben kingsley', 'sissy spacek', 'amy irving', 'victor garber']"
"Tuesday, After Christmas",Radu Muntean,"Dragoș Bucur, Maria Popistașu, Victor Rebengiuc, Mimi Brănescu",,"Paul, a banker in Bucharest , has been married for ten years to Adriana and they have an adored daughter Mara. The child has tooth problems which are being tended by Raluca, an attractive young orthodontist. Since first seeing her in the summer, Paul has been having a secret affair with Raluca. But, as Christmas approaches, tensions mount. While Paul loves both women, Raluca tells him what he already knows: that he must choose. When he says to his wife that he is in love with Raluca, she orders him to move out and to say nothing to Mara. The round of Christmas festivities then begins, with the couple pretending outwardly that nothing is wrong. Action is postponed until the Tuesday after Christmas.",13 May 2010 ( 2010-05-13 ) ( Cannes Film Festival ),tt1470024,Tuesday%252C_After_Christmas.jpg,paul banker bucharest marri ten year adriana ador daughter mara child tooth problem tend raluca attract young orthodontist sinc first see summer paul secret affair raluca christma approach tension mount paul love woman raluca tell alreadi know must choos say wife love raluca order move say noth mara round christma festiv begin coupl pretend outwardli noth wrong action postpon tuesday christma,,radu muntean,"['dragoș bucur', 'maria popistașu', 'victor rebengiuc', 'mimi brănescu']"
